"code","name","note"
"662","Roba dana u komisijsku ili konsignacijsku prodaju","Roba dana u komisijsku ili konsignacijsku prodaju"
"663","Roba u prodavaonicama","Roba u prodavaonicama"
"6630","Roba u prodavaonici (po prodajnoj cijeni -analitika po prodavaonicama), ili","Roba u prodavaonici (po prodajnoj cijeni -analitika po prodavaonicama), ili"
"66300","Roba u prodavaonici A s PDV-om 23%","Roba u prodavaonici A s PDV-om 23%"
"66301","Roba u prodavaonici A s PDV-om 10%","Roba u prodavaonici A s PDV-om 10%"
"66302","Roba u prodavaonici A s PDV-om 0%, itd.","Roba u prodavaonici A s PDV-om 0%, itd."
"664","Uračunani porezi u robi","Uračunani porezi u robi"
"6640","Uračunani PDV (analitika po prodajnim mjestima i poreznim stopama)","Uračunani PDV (analitika po prodajnim mjestima i poreznim stopama)"
"6641","Uračunani porez na luksuz","Uračunani porez na luksuz"
"665","Roba u carinskom skladištu ""D"" ili u slobodnoj zoni","Roba u carinskom skladištu ""D"" ili u slobodnoj zoni"
"6650","Vlastita roba u carinskom skladištu tipa ""D""","Vlastita roba u carinskom skladištu tipa ""D"""
"6651","Roba u slobodnoj zoni","Roba u slobodnoj zoni"
"666","Roba u doradi, obradi i manipulaciji","Roba u doradi, obradi i manipulaciji"
"6660","Vrijednost robe u doradi","Vrijednost robe u doradi"
"6661","Troškovi u svezi s doradom","Troškovi u svezi s doradom"
"667","Roba na putu","Roba na putu"
"668","Uračunana razlika u cijeni robe","Uračunana razlika u cijeni robe"
"6680","Razlika u cijeni robe na skladištu (analitički po skupinama robe s istom maržom)","Razlika u cijeni robe na skladištu (analitički po skupinama robe s istom maržom)"
"6681","Uračunana marža robe u prodavaonici","Uračunana marža robe u prodavaonici"
"669","Vrijednosno usklađivanje zaliha robe","Vrijednosno usklađivanje zaliha robe"
"6690","Vrijednosno usklađenje zbog pada cijena, smanjenja uporabljivosti i sl.","Vrijednosno usklađenje zbog pada cijena, smanjenja uporabljivosti i sl."
"6691","Prepravljene cijene robe zbog monetarnih oscilacija","Prepravljene cijene robe zbog monetarnih oscilacija"
"67","PREDUJMOVI ZA NABAVU ROBE","PREDUJMOVI ZA NABAVU ROBE"
"670","Dani predujmovi za nabavu robe","Dani predujmovi za nabavu robe"
"671","Dani predujmovi uvozniku za nabavu robe","Dani predujmovi uvozniku za nabavu robe"
"672","Dani predujmovi za robu povezanom društvu","Dani predujmovi za robu povezanom društvu"
"679","Vrijednosno usklađenje danih predujmova za robu","Vrijednosno usklađenje danih predujmova za robu"
"68","NEKRETNINE I UMJETNINE ZA TRGOVANJE","NEKRETNINE I UMJETNINE ZA TRGOVANJE"
"680","Nabavna vrijednost nekretnina za preprodaju (s porezom na promet)","Nabavna vrijednost nekretnina za preprodaju (s porezom na promet)"
"681","Troškovi dodatnog uređenja - dorade","Troškovi dodatnog uređenja - dorade"
"682","Umjetnine u prodaji","Umjetnine u prodaji"
"683","Nekretnine za prodaju (uređene)","Nekretnine za prodaju (uređene)"
"684","Uračunani PDV u umjetnine","Uračunani PDV u umjetnine"
"687","Predujmovi za kupnju nekretnina radi daljnje prodaje","Predujmovi za kupnju nekretnina radi daljnje prodaje"
"688","Uračunana razlika u cijeni nekretnina i umjetnina za daljnju prodaju","Uračunana razlika u cijeni nekretnina i umjetnina za daljnju prodaju"
"689","Vrijednosno usklađivanje nekretnina i umjetnina u prometu i predujmova","Vrijednosno usklađivanje nekretnina i umjetnina u prometu i predujmova"
"69","DUGOTRAJNA IMOVINA NAMIJENJENA PRODAJI","DUGOTRAJNA IMOVINA NAMIJENJENA PRODAJI"
"690","Nematerijalna imovina namijenjena prodaji","Nematerijalna imovina namijenjena prodaji"
"691","Materijalna imovina namijenjena za prodaju","Materijalna imovina namijenjena za prodaju"
"6910","Skupina imovine za prodaju (npr. pogon, poslov. jedinica i sl. )","Skupina imovine za prodaju (npr. pogon, poslov. jedinica i sl. )"
"699","Vrijednosno usklađenje dugotrajne imovine namijenjena prodaji","Vrijednosno usklađenje dugotrajne imovine namijenjena prodaji"
"7","POKRIĆE RASHODA I PRIHODI RAZDOBLJA","POKRIĆE RASHODA I PRIHODI RAZDOBLJA"
"70","TROŠKOVI PRODANIH ZALIHA PROIZVODA I USLUGA","TROŠKOVI PRODANIH ZALIHA PROIZVODA I USLUGA"
"700","Trošak zaliha prodanih proizvoda (60, 62, 63 i 64)","Trošak zaliha prodanih proizvoda (60, 62, 63 i 64)"
"701","Troškovi realiziranih usluga (490 i 601)","Troškovi realiziranih usluga (490 i 601)"
"702","Troškovi neiskorištenog kapaciteta (HSFI t. 10.18. i MRS 2 t. 13)","Troškovi neiskorištenog kapaciteta (HSFI t. 10.18. i MRS 2 t. 13)"
"703","Troškovi prodanih zaliha materijala i otpadaka (31, 32, 35 i 36)","Troškovi prodanih zaliha materijala i otpadaka (31, 32, 35 i 36)"
"7030","Troškovi nabavne vrijednosti materijala, dijelova, inventara i otpadaka","Troškovi nabavne vrijednosti materijala, dijelova, inventara i otpadaka"
"7031","Troškovi manjkova materijala, dijelova i inventara kojom se tereti odgovorna osoba","Troškovi manjkova materijala, dijelova i inventara kojom se tereti odgovorna osoba"
"704","Rashodi zaliha proizvodnje (HSFI 10 i MRS 2)","Rashodi zaliha proizvodnje (HSFI 10 i MRS 2)"
"7040","Dopušteni manjkovi -porezno priznati- tehnološki KRL i škart u proizvodnji (sa skupina 60, 62, 63 i 64)","Dopušteni manjkovi - tehnološki kalo, rastep, kvar i lom i škart u proizvodnji (sa skupina 60, 62, 63 i 64) - porezno priznati"
"7041","Prekomjerni manjkovi-porezno priznati teh.KRL i škart u proiz.(60,62,63i64 -HSFI t10.21. i MRS2,t14)","Prekomjerni manjkovi - tehnološki kalo, rastep, kvar, lom i škart u proizvodnji (60, 62, 63 i 64 - HSFI t. 10.21. i MRS 2, t. 14.) a porezno dopušteni po očevidu i sl. - porezno priznati"
"7042","Prekomjerni manjkovi proizvoda (HSFI t. 10.2. i MRS 2, t. 16.) - porezno nepriznati","Prekomjerni manjkovi proizvoda (HSFI t. 10.2. i MRS 2, t. 16.) - porezno nepriznati"
"7043","Razlika višeg troška proizvodnje od neto-vrij. koja se može realizirati (HSFIt.10.35. i MRS2t.28.-33.)","Razlika višeg troška proizvodnje od neto-vrijednosti koja se može realizirati (HSFI t. 10.35. i MRS 2, t. 28. do 33.)"
"7044","Troškovi isporučenih proizvoda u jamstvenom roku (zamjena)","Troškovi isporučenih proizvoda u jamstvenom roku (zamjena)"
"705","Greškom neiskazani rashodi proteklih razdoblja","Greškom neiskazani rashodi proteklih razdoblja"
"706","Gubitci iz ugovora o izgradnj (MRS 11, t. 36.)","Gubitci iz ugovora o izgradnj (MRS 11, t. 36.)"
"707","Troškovi iz ugovora o ortaštvu","Troškovi iz ugovora o ortaštvu"
"708","Troškovi vrijed. uskl. proizvod. u tijeku(609), poluproizvoda(629) i zaliha got. proizvoda (639 i 649)","Troškovi vrijednosnog usklađenja proizvodnje u tijeku (609), poluproizvoda (629) i zaliha gotovih proizvoda (639 i 649)"
"71","TROŠKOVI PRODANE ROBE","TROŠKOVI PRODANE ROBE"
"710","Nabavna vrijednost prodane robe","Nabavna vrijednost prodane robe"
"7100","Trošak prodane robe u tuzemstvu","Trošak prodane robe u tuzemstvu"
"7101","Trošak prodane robe u inozemstvu","Trošak prodane robe u inozemstvu"
"7102","Troškovi prodane robe u tranzitu","Troškovi prodane robe u tranzitu"
"7103","Trošak prodane robe u poslov. jed.","Trošak prodane robe u poslov. jed."
"711","Nabavna vrijednost prodanih nekretnina i umjetnina","Nabavna vrijednost prodanih nekretnina i umjetnina"
"712","Troškovi dugotr. imov. namijenjeni prodaji","Troškovi dugotr. imov. namijenjeni prodaji"
"713","Troškovi kala, rastepa, kvara i loma na robi i otpisi robe","Troškovi kala, rastepa, kvara i loma na robi i otpisi robe"
"7130","Kalo, rastep, kvar i lom u dopuštenoj visini prema Pravilniku HGK - porezno priznati","Kalo, rastep, kvar i lom u dopuštenoj visini prema Pravilniku HGK - porezno priznati"
"7131","Manjkovi uslijed više sile (provalne krađe, poplava, požar, potres i sl.) - porezno priznati","Manjkovi uslijed više sile (provalne krađe, poplava, požar, potres i sl.) - porezno priznati"
"7132","Manjkovi i otpisi trgovačke robe po očevidu PU i sl. - porezno priznati","Manjkovi i otpisi trgovačke robe po očevidu PU i sl. - porezno priznati"
"7133","Prekomjerni kalo, rastep, kvar i lom + PDV - porezno nepriznati","Prekomjerni kalo, rastep, kvar i lom + PDV - porezno nepriznati"
"7134","Manjak robe na teret odgovorne osobe","Manjak robe na teret odgovorne osobe"
"714","Troškovi zamjene robe u jamstvenom roku","Troškovi zamjene robe u jamstvenom roku"
"715","Greškom neiskazani rashodi prodane robe u proteklim razdobljima u trgovini","Greškom neiskazani rashodi prodane robe u proteklim razdobljima u trgovini"
"718","Troškovi vrijednosnog usklađenja trgovačke robe i predujmova (669, 679, 689)","Troškovi vrijednosnog usklađenja trgovačke robe i predujmova (669, 679, 689)"
"719","Troškovi vrijednosnog usklađenja dugotrajne imovine namijenjene prodaji (699)","Troškovi vrijednosnog usklađenja dugotrajne imovine namijenjene prodaji (699)"
"72","TROŠKOVI ADMINISTRACIJE I OSTALI RASHODI","TROŠKOVI ADMINISTRACIJE I OSTALI RASHODI"
"720","Troškovi uprave, prodaje, administracije (491)","Troškovi uprave, prodaje, administracije (491)"
"721","Ostali poslovni rashodi - nespomenuti","Ostali poslovni rashodi - nespomenuti"
"73","IZVANREDNI - OSTALI RASHODI","IZVANREDNI - OSTALI RASHODI"
"730","Izvanredni rashodi od prodaje dugotrajne imovine (HSFI t. 8.35.)","Izvanredni rashodi od prodaje dugotrajne imovine (HSFI t. 8.35.)"
"731","Izvanredni otpisi od otuđenja imovine, nastali neočekivano i u visokoj vrijednosti (HSFt4.7. i MRS10t9)","Izvanredni otpisi od otuđenja imovine koji su nastali neočekivano i u visokoj vrijednosti (HSFI t. 4.7. i MRS 10. t. 9.)"
"732","Gubitci zbog izvlaštenja ili zbog prirodnih katastrofa na važnom dijelu imovine","Gubitci zbog izvlaštenja ili zbog prirodnih katastrofa na važnom dijelu imovine"
"733","Izvanredni rashodi iz ostalih rijetkih i neobičnih događaja ili transakcija","Izvanredni rashodi iz ostalih rijetkih i neobičnih događaja ili transakcija"
"734","Izvanredne kazne, penali, odštete, naknadno utvrđ. obveze i sl.","Izvanredne kazne, penali, odštete, naknadno utvrđ. obveze i sl."
"735","Nerealizirani gubitci","Nerealizirani gubitci"
"737","Gubitci od procjene biološke imovine","Gubitci od procjene biološke imovine"
"74","UDIO U GUBITKU I DOBITKU PRIDRUŽENIH PODUZETNIKA","UDIO U GUBITKU I DOBITKU PRIDRUŽENIH PODUZETNIKA"
"740","Udio u gubitku pridruženih poduzetnika","Udio u gubitku pridruženih poduzetnika"
"7400","Udio u gubitku povezanih društava","Udio u gubitku povezanih društava"
"7401","Udio u gubitku ortaka","Udio u gubitku ortaka"
"745","Udio u dobitku od pridruženih poduzetnika","Udio u dobitku od pridruženih poduzetnika"
"7450","Udio u dobitku povezanih društava","Udio u dobitku povezanih društava"
"7451","Udio u dobitku ortaštva","Udio u dobitku ortaštva"
"75","PRIHODI OD PRODAJE PROIZVODA I USLUGA","PRIHODI OD PRODAJE PROIZVODA I USLUGA"
"750","Prihodi od prodaje proizvoda (analitika po proizvodima ili profitnim centrima)","Prihodi od prodaje proizvoda (analitika po proizvodima ili profitnim centrima)"
"7500","Prihodi od prodaje proizvoda od redovne prodaje","Prihodi od prodaje proizvoda od redovne prodaje"
"7501","Prihodi od prodaje proizvoda na kredit ili otplatu","Prihodi od prodaje proizvoda na kredit ili otplatu"
"7502","Prihodi ostvareni u slobodnoj zoni","Prihodi ostvareni u slobodnoj zoni"
"7503","Prodaja u vlastitim prodavaonicama","Prodaja u vlastitim prodavaonicama"
"7504","Prihodi od prodaje stanova i dr. građevina","Prihodi od prodaje stanova i dr. građevina"
"7505","Prihodi od prodaje poluproizvoda i nedovršenih proizvoda","Prihodi od prodaje poluproizvoda i nedovršenih proizvoda"
"7506","Prihodi ostvareni u posl. jed. na području posebne držav. skrbi i u Vukovaru","Prihodi ostvareni u posl. jed. na području posebne držav. skrbi i u Vukovaru"
"7507","Prihod od povratne naknade za ambalažu (bez PDV-a)","Prihod od povratne naknade za ambalažu (bez PDV-a)"
"7508","Prihod od prodaje otpadaka iz proizvodnje","Prihod od prodaje otpadaka iz proizvodnje"
"7509","Prihodi od prodaje poluproizvoda i nedovršenih proizvoda","Prihodi od prodaje poluproizvoda i nedovršenih proizvoda"
"751","Prihodi od prodaje usluga","Prihodi od prodaje usluga"
"7510","Prihodi od servisnih usluga, usluga popravaka i sl. usluga","Prihodi od servisnih usluga, usluga popravaka i sl. usluga"
"7511","Prihodi od restorana i gostionica","Prihodi od restorana i gostionica"
"7512","Prihodi od hotela i noćenja","Prihodi od hotela i noćenja"
"7513","Prihodi od knjigovodstvenih, usluga poreznog savjetovanja, revizorskih, konzultantskih i dr. usluga","Prihodi od knjigovodstvenih, usluga poreznog savjetovanja, revizorskih, konzultantskih i dr. usluga"
"7514","Prihodi od usluga prijevoza","Prihodi od usluga prijevoza"
"7515","Prihodi od komunalnih usluga","Prihodi od komunalnih usluga"
"7516","Prihodi od promidžbenih usluga","Prihodi od promidžbenih usluga"
"7517","Prihodi od usluga zaštite i istraživanja","Prihodi od usluga zaštite i istraživanja"
"7518","Prihodi od programskih usluga","Prihodi od programskih usluga"
"7519","Prihodi od prodaje ostalih usluga","Prihodi od prodaje ostalih usluga"
"752","Prihodi od graditeljskih usluga - iz ugovora o izgradnji (građevina, postrojenja, brodova i sl.)","Prihodi od graditeljskih usluga - iz ugovora o izgradnji (građevina, postrojenja, brodova i sl.)"
"753","Prihodi od prodaje dobara u inozemstvo (moguća analitika po vrstama proizvoda i zemljama)","Prihodi od prodaje dobara u inozemstvo (moguća analitika po vrstama proizvoda i zemljama)"
"754","Prihodi od prodaje usluga u inozemstvo (moguća analitika po vrstama usluga i zemljama kupcima)","Prihodi od prodaje usluga u inozemstvo (moguća analitika po vrstama usluga i zemljama kupcima)"
"7540","Prihodi iz međunarodne plovidbe brodovima (čl. 26., st. 10. ZoPD)","Prihodi iz međunarodne plovidbe brodovima (čl. 26., st. 10. ZoPD)"
"7541","Prihodi od internetskih usluga za inozemstvo","Prihodi od internetskih usluga za inozemstvo"
"7542","Prihodi od poslovnih jedinica u inozemstvu","Prihodi od poslovnih jedinica u inozemstvu"
"7543","Prihodi od prodaje turističkih usluga u inozem.","Prihodi od prodaje turističkih usluga u inozem."
"755","Prihodi od prodaje proizvoda i usluga poduzet. u kojima postoje sudjelujući interesi (do 20% udjela)","Prihodi od prodaje proizvoda i usluga poduzetnicima u kojima postoje sudjelujući interesi (do 20% udjela)"
"756","Prihodi od prodaje proizvoda i usluga ovisnim društvima (analitika po društvima)","Prihodi od prodaje proizvoda i usluga ovisnim društvima (analitika po društvima)"
"757","Prihodi od najmova i zakupa","Prihodi od najmova i zakupa"
"758","Prihodi iz ortaštva","Prihodi iz ortaštva"
"759","Ostali prihodi od prodaje učinaka","Ostali prihodi od prodaje učinaka"
"76","PRIHODI OD PRODAJE TRGOVAČKE ROBE","PRIHODI OD PRODAJE TRGOVAČKE ROBE"
"760","Prihodi od prodaje robe","Prihodi od prodaje robe"
"7600","Prihodi od prodaje robe na veliko (analitika po prodajnim mjestima)","Prihodi od prodaje robe na veliko (analitika po prodajnim mjestima)"
"7601","Prihodi od prodaje uvezene robe na veliko","Prihodi od prodaje uvezene robe na veliko"
"7602","Prihodi od prodaje robe u tranzitu","Prihodi od prodaje robe u tranzitu"
"7603","Prihodi od prodaje robe na malo (analitika po prodav.)","Prihodi od prodaje robe na malo (analitika po prodav.)"
"7604","Prihodi od prodaje robe u povezanim društvima","Prihodi od prodaje robe u povezanim društvima"
"7605","Prihodi od prodaje robe dane u komisiju ili konsignaciju","Prihodi od prodaje robe dane u komisiju ili konsignaciju"
"7606","Prihodi od prodaje u poslov. jed. na području posebne držav. skrbi i Vukovaru","Prihodi od prodaje u poslov. jed. na području posebne držav. skrbi i Vukovaru"
"7607","Prihodi od povratne naknade za ambalažu (bez PDV-a)","Prihodi od povratne naknade za ambalažu (bez PDV-a)"
"7608","Prihodi od prometa nekretnina","Prihodi od prometa nekretnina"
"761","Prihodi od prodaje robe na inozemnom tržištu","Prihodi od prodaje robe na inozemnom tržištu"
"762","Prihodi od trgovačkih usluga","Prihodi od trgovačkih usluga"
"7620","Prihodi od provizija","Prihodi od provizija"
"7621","Prihodi od franšiza i robnih znakova","Prihodi od franšiza i robnih znakova"
"7622","Prihodi od usluge posredovanja","Prihodi od usluge posredovanja"
"7623","Prihodi od davanja mišljenja","Prihodi od davanja mišljenja"
"763","Prihodi od prodaje nekurentne robe (robe u kvaru, ošte-ćenju, demodirana i sl.)","Prihodi od prodaje nekurentne robe (robe u kvaru, ošte-ćenju, demodirana i sl.)"
"764","Prihodi od prodaje robe na kredit","Prihodi od prodaje robe na kredit"
"7640","Prihodi od prodaje robe na robni kredit","Prihodi od prodaje robe na robni kredit"
"7641","Prihodi od prodaje robe na potrošački kredit","Prihodi od prodaje robe na potrošački kredit"
"765","Prihodi od prodaje robe poduzetnicima u kojima postoje sudjelujući interesi (do 20% udjela)","Prihodi od prodaje robe poduzetnicima u kojima postoje sudjelujući interesi (do 20% udjela)"
"766","Prihodi od prodaje robe ovisnim društvima","Prihodi od prodaje robe ovisnim društvima"
"767","Prihodi od dane (prodane) robe u financijski lizing (najam)","Prihodi od dane (prodane) robe u financijski lizing (najam)"
"768","Prihodi od preprodaje nekretnina i umjetnina","Prihodi od preprodaje nekretnina i umjetnina"
"769","Ostali prihodi od prodaje roba i trgovačkih usluga","Ostali prihodi od prodaje roba i trgovačkih usluga"
"7690","Prihodi od prikupljanja ambalaže","Prihodi od prikupljanja ambalaže"
"7691","Prihodi od zbrinjavanja otpada","Prihodi od zbrinjavanja otpada"
"7692","Prihodi od prodaje korisnog otpada","Prihodi od prodaje korisnog otpada"
"77","FINANCIJSKI PRIHODI","FINANCIJSKI PRIHODI"
"770","Kamate, tečajne razlike, dividende i sl. prihodi iz odnosa s povezanim poduzetnicima","Kamate, tečajne razlike, dividende i sl. prihodi iz odnosa s povezanim poduzetnicima"
"7700","Prihodi od kamata od povezanih poduzetnika","Prihodi od kamata od povezanih poduzetnika"
"7701","Prihodi od tečajnih razlika od povez. poduzet.","Prihodi od tečajnih razlika od povez. poduzet."
"7702","Prihodi od dividende (dobitka) iz udjela u povezanim poduzetnicima","Prihodi od dividende (dobitka) iz udjela u povezanim poduzetnicima"
"7703","Prihodi od valutne (indeksne) klauzule iz odnosa s povezanim poduzetnicima","Prihodi od valutne (indeksne) klauzule iz odnosa s povezanim poduzetnicima"
"7704","Ostali financijski prihodi od povezanih poduzet","Ostali financijski prihodi od povezanih poduzet"
"7705","Ostali financijski prihodi od povez. poduzetnika","Ostali financijski prihodi od povez. poduzetnika"
"7706","Dobitci od prodaje udjela i dionica od povezanih poduzetnika","Dobitci od prodaje udjela i dionica od povezanih poduzetnika"
"771","Prihodi od kamata","Prihodi od kamata"
"7710","Prihodi od redovnih kamata","Prihodi od redovnih kamata"
"7711","Prihodi od zateznih kamata","Prihodi od zateznih kamata"
"7712","Prihodi od kamata iz financijske imovine i dr.","Prihodi od kamata iz financijske imovine i dr."
"7713","Kamate na depozite i jamčevine","Kamate na depozite i jamčevine"
"772","Prihodi od tečajnih razlika","Prihodi od tečajnih razlika"
"7720","Pozitivne tečajne razlike iz tražbina i stanja deviza na računu","Pozitivne tečajne razlike iz tražbina i stanja deviza na računu"
"7721","Pozitivne tečajne razlike iz nižih obveza prema inozemstvu","Pozitivne tečajne razlike iz nižih obveza prema inozemstvu"
"7722","Prihodi od ostalih tečajnih razlika","Prihodi od ostalih tečajnih razlika"
"773","Prihodi od dividende i dobitaka iz udjela","Prihodi od dividende i dobitaka iz udjela"
"7730","Prihodi od dividendi","Prihodi od dividendi"
"7731","Prihodi od udjela u dobitku u d.o.o. i dr.","Prihodi od udjela u dobitku u d.o.o. i dr."
"774","Ostali financijski prihodi","Ostali financijski prihodi"
"7740","Prihodi iz udjela u investicijskim i dr. fondovima","Prihodi iz udjela u investicijskim i dr. fondovima"
"7741","Dobitci od prodaje dionica i udjela (s nepovez. društvima) i dr. vrijed. papira","Dobitci od prodaje dionica i udjela (s nepovez. društvima) i dr. vrijed. papira"
"7742","Prihodi od primjene valutne (indeksne) klauzule","Prihodi od primjene valutne (indeksne) klauzule"
"7743","Ostali financijski prihodi iz odnosa s nepovezanim poduzetnicima i dr. osobama","Ostali financijski prihodi iz odnosa s nepovezanim poduzetnicima i dr. osobama"
"7744","Prihodi od prodaje ostale financijske imovine","Prihodi od prodaje ostale financijske imovine"
"775","Dio prihoda od pridruženih poduzetnika i sudjelujućih interesa","Dio prihoda od pridruženih poduzetnika i sudjelujućih interesa"
"7750","Financijski prihodi (dividende, dobitci) iz udjela u društvima do 20%","Financijski prihodi (dividende, dobitci) iz udjela u društvima do 20%"
"7751","Prihodi od kamata, teč. razlika i dr. fin. prihoda iz odnosa s pridruženim poduz. i od udjela do 20%","Prihodi od kamata, tečajnih razlika i dr. fin. prihoda iz odnosa s pridruženim poduzetnicima i od društava u kojima se drži udio do 20%"
"776","Nerealizirani dobitci (prihodi) od financijske imovine","Nerealizirani dobitci (prihodi) od financijske imovine"
"7760","Prihodi iz procjene fin. imovine namijenjene za trgovanje (HSFI 15. t. 15.52. i MRS 39. t. 55a. i dr.)","Prihodi iz procjene fin. imovine namijenjene za trgovanje (HSFI 15. t. 15.52. i MRS 39. t. 55a. i dr.)"
"7761","Dobitci iz promjene fer vrijednosti ulaganja u nekretnine (HSFI 7. i MRS 40)","Dobitci iz promjene fer vrijednosti ulaganja u nekretnine (HSFI 7. i MRS 40)"
"7762","Dobitci iz promjene vrijednosti ostale imovine","Dobitci iz promjene vrijednosti ostale imovine"
"777","Prihodi negativnog goodwilla","Prihodi negativnog goodwilla"
"778","Ostali financijski prihodi","Ostali financijski prihodi"
"7780","Prihodi iz burzovnih transakcija","Prihodi iz burzovnih transakcija"
"7781","Prihodi iz faktoringa i sl.","Prihodi iz faktoringa i sl."
"7782","Prihodi od neplaćenih obveza - davanja (za šume, poreze, članarine, naknade i dr.)","Prihodi od neplaćenih obveza - davanja (za šume, poreze, članarine, naknade i dr.)"
"7783","Prihodi iz fin. leasinga","Prihodi iz fin. leasinga"
"7784","Prihodi od naplate životnog osiguranja","Prihodi od naplate životnog osiguranja"
"78","OSTALI POSLOVNI I IZVANREDNI PRIHODI","OSTALI POSLOVNI I IZVANREDNI PRIHODI"
"780","Prihodi od otpisa obveza i popusta","Prihodi od otpisa obveza i popusta"
"7800","Otpisi obveza prema dobavljačima, obveza za primljene predujmove i sl.","Otpisi obveza prema dobavljačima, obveza za primljene predujmove i sl."
"7801","Otpis obveza prema kreditorima","Otpis obveza prema kreditorima"
"7802","Otpis obveza prema zaposlenicima","Otpis obveza prema zaposlenicima"
"7803","Prihodi od zastare obveza","Prihodi od zastare obveza"
"7805","Otpis ostalih obveza","Otpis ostalih obveza"
"7807","Prihodi od naknadnih odobrenja - sniženja i popusta od dobavljača i dr.","Prihodi od naknadnih odobrenja - sniženja i popusta od dobavljača i dr."
"781","Prihodi od rezidualnih imovinskih stavki, viškova i procjena","Prihodi od rezidualnih imovinskih stavki, viškova i procjena"
"7810","Prihodi od prodaje otpisanih i rashodovanih sredstava rada (alata, opreme i sl.)","Prihodi od prodaje otpisanih i rashodovanih sredstava rada (alata, opreme i sl.)"
"7811","Prihodi od prodaje dugotrajne materijalne imovine (iz uporabe)","Prihodi od prodaje dugotrajne materijalne imovine (iz uporabe)"
"7812","Prihodi od prodaje dugotr. nemater. imovine (trgov. znak, patent i dr.) - iz uporabe","Prihodi od prodaje dugotr. nemater. imovine (trgov. znak, patent i dr.) - iz uporabe"
"7813","Prihodi od ranije otpisanih zaliha po novoj procjeni (HSFI t. 10.38. i MRS 2, t. 33.)","Prihodi od ranije otpisanih zaliha po novoj procjeni (HSFI t. 10.38. i MRS 2, t. 33.)"
"7814","Inventurni viškovi na robi, proizvodima i zalihama sirovina, materijala, dijelova i dugotrajne imovine","Inventurni viškovi na robi, proizvodima i zalihama sirovina, materijala, dijelova i dugotrajne imovine"
"7815","Viškovi u blagajni (novac, vrijed. papiri i dr.)","Viškovi u blagajni (novac, vrijed. papiri i dr.)"
"7816","Viškovi iz neidentificiranih novčanih doznaka u tekućem poslovanju","Viškovi iz neidentificiranih novčanih doznaka u tekućem poslovanju"
"7817","Prihodi od prodaje viškova zaliha i dr. kratkotrajne i dugotrajne imovine","Prihodi od prodaje viškova zaliha i dr. kratkotrajne i dugotrajne imovine"
"7818","Prihodi od procjene prometa (utrška) po nalazu poreznog nadzora","Prihodi od procjene prometa (utrška) po nalazu poreznog nadzora"
"7819","Prihodi od ostalih primitaka bez nadoknade","Prihodi od ostalih primitaka bez nadoknade"
"782","Prihodi od ukidanja rezerviranja i naknadno naplaćeni prihodi","Prihodi od ukidanja rezerviranja i naknadno naplaćeni prihodi"
"7820","Prihodovanje dugoročnih rezerviranja","Prihodovanje dugoročnih rezerviranja"
"7821","Naknadno utvrđeni prihodi","Naknadno utvrđeni prihodi"
"7822","Ukidanje pasiv. vrem. razgraničenja","Ukidanje pasiv. vrem. razgraničenja"
"7824","Prihodi od ukidanja troškova od kojih se odustalo","Prihodi od ukidanja troškova od kojih se odustalo"
"7825","Prihodi od naknadno naplaćenih jamstava - garancija","Prihodi od naknadno naplaćenih jamstava - garancija"
"7826","Prihodi od naknadno naplaćenih potraživanja iz prethodnih godina","Prihodi od naknadno naplaćenih potraživanja iz prethodnih godina"
"7827","Prihodi od naplate iz ugovora po naknadnim priznanjima iz prošlih godina","Prihodi od naplate iz ugovora po naknadnim priznanjima iz prošlih godina"
"7828","Prihodi od naknadno naplaćenih reklamacija","Prihodi od naknadno naplaćenih reklamacija"
"7829","Prihodi od zaprimanja dobara koja su prodana u prethodnom obrač. razdoblju","Prihodi od zaprimanja dobara koja su prodana u prethodnom obrač. razdoblju"
"783","Prihodi od refundac., dotacija, subvencija i nadoknada","Prihodi od refundac., dotacija, subvencija i nadoknada"
"7830","Prihodi od refundacije za rad radnika","Prihodi od refundacije za rad radnika"
"7831","Prihodi od naknada šteta iz tekućeg poslovanja","Prihodi od naknada šteta iz tekućeg poslovanja"
"7832","Prihodi od subvencija","Prihodi od subvencija"
"7833","Prihodi od dotacija i pomoći","Prihodi od dotacija i pomoći"
"7834","Prihodi s osnove basplatnog primitka opreme, nekretnina, zaliha i potraživanja","Prihodi s osnove basplatnog primitka opreme, nekretnina, zaliha i potraživanja"
"7835","Prihodi od naknada za jamstva","Prihodi od naknada za jamstva"
"7836","Prihodi od prefakturiranih troškova (npr. komunalnih, premija osiguranja i dr.)","Prihodi od prefakturiranih troškova (npr. komunalnih, premija osiguranja i dr.)"
"7837","Prihodi za pokriće gubitka","Prihodi za pokriće gubitka"
"7838","Prihodi za manjkove od odgovornih osoba","Prihodi za manjkove od odgovornih osoba"
"7839","Prihodi od ostalih nadoknada iz poslovanja","Prihodi od ostalih nadoknada iz poslovanja"
"784","Prihodi od revalorizacije - procjene","Prihodi od revalorizacije - procjene"
"7840","Prihodi od revalorizacije","Prihodi od revalorizacije"
"7841","Prihodi od revalorizacije s temelja vrijednosnog usklađenja","Prihodi od revalorizacije s temelja vrijednosnog usklađenja"
"7842","Prihodi od ukidanja gubitka (MRS 36)","Prihodi od ukidanja gubitka (MRS 36)"
"7843","Prihodi od procjene zaliha i dr. imovine","Prihodi od procjene zaliha i dr. imovine"
